,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address
814,51411295,2007-01-01 07:24:00,7354 N SHERIDAN,bb54c69f4d3e56100806cf8b83ec3e99027d0de97fdb41f964403950d7a3fece,IL,PAS,606145392,0964080A,RUSH HOUR PARKING,24,CPD,OLDS,50,100,0.0,50.0,Paid,2008-06-02 00:00:00,DETR,,5022585240,4665,"7300 n sheridan, chicago, il"
815,51551758,2007-01-01 07:25:00,4420 W 53RD ST,4e2288b3f5abab75040d2117464303e0b4ada001023e36a03d0cd210975806f3,IL,LIV,606324719,0964110C,PARK OR STAND ON CROSSWALK,8,CPD,LINC,50,100,0.0,100.0,Paid,2007-07-26 00:00:00,SEIZ,,5074564530,19284,"4400 w 53rd st, chicago, il"
816,51517719,2007-01-01 07:25:00,4401 S LAMON,57cc8798fe3de7b51ddbd406b8e932ce5754c6a53f72da4bae7a181f377aa1c3,IL,PAS,60638,0964080B,NO STANDING/PARKING TIME RESTRICTED,8,CPD,CHEV,50,100,0.0,122.0,Paid,2013-10-11 00:00:00,SEIZ,,5056265940,10663,"4400 s lamon, chicago, il"
817,51551934,2007-01-01 07:25:00,6028 S ALBANY0,bb35afeedf874c49937546e34f473edfd122664aca7eb3590c0993907b3163df,IL,PAS,,0964100A,WITHIN 15' OF FIRE HYDRANT,8,CPD,CHEV,100,200,0.0,100.0,Paid,2007-01-12 00:00:00,,,0,14029,"6000 s albany0, chicago, il"
818,51517721,2007-01-01 07:25:00,4401 S LAMON,57cc8798fe3de7b51ddbd406b8e932ce5754c6a53f72da4bae7a181f377aa1c3,IL,PAS,60638,0976160A,REAR AND FRONT PLATE REQUIRED,8,CPD,CHEV,50,100,0.0,122.0,Paid,2013-12-10 00:00:00,SEIZ,,5056265940,10663,"4400 s lamon, chicago, il"
819,51517718,2007-01-01 07:25:00,4401 S LAMON,57cc8798fe3de7b51ddbd406b8e932ce5754c6a53f72da4bae7a181f377aa1c3,IL,PAS,60638,0964110A,DOUBLE PARKING OR STANDING,8,CPD,CHEV,100,200,0.0,244.0,Paid,2013-10-11 00:00:00,SEIZ,,5056265940,10663,"4400 s lamon, chicago, il"
820,51517720,2007-01-01 07:25:00,4401 S LAMON,57cc8798fe3de7b51ddbd406b8e932ce5754c6a53f72da4bae7a181f377aa1c3,IL,PAS,60638,0964125,NO CITY STICKER OR IMPROPER DISPLAY,8,CPD,CHEV,120,240,0.0,292.8,Paid,2014-03-10 00:00:00,SEIZ,,5056265940,10663,"4400 s lamon, chicago, il"
821,51517722,2007-01-01 07:25:00,4401 S LAMON,57cc8798fe3de7b51ddbd406b8e932ce5754c6a53f72da4bae7a181f377aa1c3,IL,PAS,60638,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,CHEV,50,100,0.0,122.0,Paid,2013-12-10 00:00:00,SEIZ,,5056265940,10663,"4400 s lamon, chicago, il"
822,51551757,2007-01-01 07:25:00,4420 W 53RD ST,4e2288b3f5abab75040d2117464303e0b4ada001023e36a03d0cd210975806f3,IL,LIV,606324719,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,LINC,50,100,0.0,100.0,Paid,2007-07-26 00:00:00,SEIZ,,5074564530,19284,"4400 w 53rd st, chicago, il"
823,51437772,2007-01-01 07:27:00,32 W MONROE,f19f8a441e47ea85269cdf0681d609922a0784c6765b983096cb0e33ff00fada,IL,PAS,60419,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,PONT,50,100,0.0,50.0,Paid,2007-01-19 00:00:00,,,5080124260,331,"1 w monroe, chicago, il"
824,51346072,2007-01-01 07:28:00,716 N LECLAIRE,303ad8eaac0416baceabed18ac2ed6ee6b5d848524ed08f3d770e8319e71a080,IL,PAS,606441209,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,15,CPD,PONT,50,100,0.0,0.0,Dismissed,2007-03-30 00:00:00,VIOL,Not Liable,5023248130,18533,"700 n leclaire, chicago, il"
825,51341578,2007-01-01 07:30:00,7 W 79TH,5ab107dab3fc2ef4c26e71411fefe07650dc522c91ca084d2b3a0b4597c35a85,IL,PAS,60131,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,15,CPD,CHEV,50,100,0.0,100.0,Paid,2013-06-11 00:00:00,FINL,,5080207080,11426,"7 w 79th, chicago, il"
826,51159266,2007-01-01 07:30:00,1304 N DEARBORN,83a5af54772a96e7cf504b1cedd8d1a4d5afdd3acae67f0451be1eb72371e37e,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,BMW,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,,,0,358,"1300 n dearborn, chicago, il"
827,50576502,2007-01-01 07:30:00,5757 S CICERO,cfc6524eceb9606751c45c535333eb611a08599433ad9b638cdfc702a86cdf69,IL,PAS,60666,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,51,CPD-Airport,FORD,50,100,0.0,50.0,Paid,2007-02-28 00:00:00,DETR,,5078088650,17743,"5700 s cicero, chicago, il"
828,51363388,2007-01-01 07:30:00,4552 S LAMON,06220f3cc21a86a312e8b24cf138282eab13a51b36a25cdc5e12f4dace6d622a,IL,PAS,,0964125,NO CITY STICKER OR IMPROPER DISPLAY,8,CPD,CHEV,120,240,120.0,0.0,Define,2007-01-04 00:00:00,,,0,14791,"4500 s lamon, chicago, il"
829,51081666,2007-01-01 07:30:00,2405 N CENTRAL,65ca4a6b60b45c002e6e8d3e4286067f4d5b4a53d8e8cea0ba094d78734032cf,IL,PAS,606413742,0964130,PARK OR BLOCK ALLEY,25,CPD,NISS,150,250,0.0,150.0,Paid,2007-01-29 00:00:00,VIOL,,5079876750,12068,"2400 n central, chicago, il"
830,51551935,2007-01-01 07:30:00,6158 S TROY,f571ab199f250b7f14797a79b59351b6245d492d445a725c1b91113afd2b7b98,IL,PAS,606292605,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,HYUN,50,100,0.0,122.0,Paid,2017-11-20 00:00:00,DLS,,5100161600,14029,"6100 s troy, chicago, il"
831,51411170,2007-01-01 07:30:00,7044 N SHERIDAN,d7b76db2359715faede2a36d9fd8942e652c9596fe20e95902ec28effb42732d,IL,PAS,606265822,0964080A,RUSH HOUR PARKING,24,CPD,FORD,50,100,0.0,100.0,Paid,2007-08-21 00:00:00,FINL,,5080581660,4665,"7000 n sheridan, chicago, il"
832,51341577,2007-01-01 07:30:00,7 W 79TH,5ab107dab3fc2ef4c26e71411fefe07650dc522c91ca084d2b3a0b4597c35a85,IL,PAS,60617,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,15,CPD,CHEV,90,180,0.0,180.0,Paid,2008-01-03 00:00:00,FINL,,5081019330,11426,"7 w 79th, chicago, il"
833,51363387,2007-01-01 07:30:00,4552 S LAMON,06220f3cc21a86a312e8b24cf138282eab13a51b36a25cdc5e12f4dace6d622a,IL,TRK,606386204,0976160A,REAR AND FRONT PLATE REQUIRED,8,CPD,CHEV,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,14791,"4500 s lamon, chicago, il"
834,50993525,2007-01-01 07:32:00,2502 E 82ND ST,9921f027188d69b5ea4b0e06b9c5600ed942b2420dc3918b1eb1da940e30bd73,IL,PAS,606171127,0964110D,PARK OR STAND ON SIDEWALK,4,CPD,NISS,50,100,0.0,100.0,Paid,2008-11-04 00:00:00,SEIZ,,5074536840,7894,"2500 e 82nd st, chicago, il"
835,51639685,2007-01-01 07:32:00,6824 N RIDGE,d91f580c5584acfce45f2127c56df5f275ffd3335f757e486d1a0aa0fd853be1,IL,LIV,606464107,0964080A,RUSH HOUR PARKING,24,CPD,MERC,50,100,0.0,50.0,Paid,2007-04-09 00:00:00,DETR,,5081387710,4665,"6800 n ridge, chicago, il"
836,50993524,2007-01-01 07:32:00,2302 E 82ND ST,9921f027188d69b5ea4b0e06b9c5600ed942b2420dc3918b1eb1da940e30bd73,IL,PAS,606171127,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,4,CPD,NISS,50,100,0.0,100.0,Paid,2008-07-03 00:00:00,SEIZ,,5074536840,7894,"2300 e 82nd st, chicago, il"
837,51359606,2007-01-01 07:33:00,7916 S COLES,de03a8ac69021f6464767bdd548a9bf7573d99eba600f69c98258a8852bdd5e0,IL,PAS,60617,0964125,NO CITY STICKER OR IMPROPER DISPLAY,4,CPD,PONT,120,240,0.0,292.8,Paid,2015-08-20 00:00:00,DLS,,5087377600,13366,"7900 s coles, chicago, il"
838,51565657,2007-01-01 07:33:00,3460 N LAKE SHORE DR,86a00a4de3b61e618f68470dce3bd397148ba91a7d44f850ba44aa012eeff0f1,IA,PAS,,0964080A,RUSH HOUR PARKING,23,CPD,MAZD,50,100,0.0,50.0,Paid,2007-02-04 00:00:00,,,0,19027,"3400 n lake shore dr, chicago, il"
839,51376059,2007-01-01 07:34:00,6250 S LAFLIN,05c19a37f2228d66ec0843098c416f834db8b72bac8265164f0b76b55091604d,IL,PAS,60636,0964125,NO CITY STICKER OR IMPROPER DISPLAY,7,CPD,FORD,120,240,0.0,290.6,Paid,2014-09-04 00:00:00,DLS,,5023870050,14577,"6200 s laflin, chicago, il"
840,51304853,2007-01-01 07:34:00,2051 N AVERS,aec60080e20f882d949967237ec9c59aa29b448c6c69e2bc08c52babbe5ce8f8,IL,PAS,606256012,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,HOND,50,100,0.0,100.0,Paid,2011-08-01 00:00:00,SEIZ,,5076385490,04091,"2000 n avers, chicago, il"
841,51602929,2007-01-01 07:34:00,5340 S KIMBARK,69bbd9a8277018a1bf31b7ac8aa443374af69e97fe2f361d1cd31c274aa1eaed,IL,PAS,606155287,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,21,CPD,AUDI,50,100,0.0,50.0,Paid,2007-02-13 00:00:00,DETR,,5079895890,9963,"5300 s kimbark, chicago, il"
842,51576177,2007-01-01 07:35:00,2201 W GRANVILLE,9bdd992c93b5fc6c360a5c206c3a84b4da7286b2ed6e17b43478360a8cac1318,IL,PAS,60659,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,FORD,50,100,0.0,100.0,Paid,2008-10-02 00:00:00,SEIZ,,5079958090,14755,"2200 w granville, chicago, il"
843,51427152,2007-01-01 07:35:00,1857 W 16TH ST,f0d65a6afc5ef84569287a7bf3c436d470cd054444ce2c8b246eafd1ebd20f5e,IL,PAS,60651,0964125,NO CITY STICKER OR IMPROPER DISPLAY,12,CPD,BUIC,120,240,120.0,0.0,Define,2007-01-24 00:00:00,,,0,2759,"1800 w 16th st, chicago, il"
844,51226486,2007-01-01 07:35:00,2804 S CALIFORNIA BLVD,9a586adb202bd65d4a81a92c03c565bc906cae557d6a3164b80e21f499aa16a8,IL,PAS,604531921,0964190A,EXP. METER NON-CENTRAL BUSINESS DISTRICT,10,CPD,CADI,30,60,0.0,80.0,Paid,2007-12-18 00:00:00,DETR,,5080050420,19126,"2800 s california blvd, chicago, il"
845,51363389,2007-01-01 07:35:00,4530 S LAMON,8b344789d6177739729584df8b4aa68b9da193adfbd2bea60e696b71b308ca67,IL,PAS,606523216,0964100A,WITHIN 15' OF FIRE HYDRANT,8,CPD,DODG,100,200,0.0,100.0,Paid,2007-02-07 00:00:00,DETR,,5079885590,14791,"4500 s lamon, chicago, il"
846,51362100,2007-01-01 07:35:00,5247 S KOLMAR,193405b4545c2fce246eed308ae3f7b813a0452a7d18f4322899481106db7d45,IL,PAS,60632,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,VIOL,,5079885560,13358,"5200 s kolmar, chicago, il"
847,51427151,2007-01-01 07:35:00,1857 W 16TH ST,f0d65a6afc5ef84569287a7bf3c436d470cd054444ce2c8b246eafd1ebd20f5e,IL,PAS,60651,0976160A,REAR AND FRONT PLATE REQUIRED,12,CPD,BUIC,50,100,50.0,0.0,Define,2007-01-24 00:00:00,,,0,02759,"1800 w 16th st, chicago, il"
848,51523464,2007-01-01 07:36:00,4315 S CALIFORNIA,ec3a427ca8ccb429f0789b7d759f04d3efe97555291711cc1597cc9559699b4d,IL,PAS,606084120,0964080A,RUSH HOUR PARKING,9,CPD,CHEV,50,100,0.0,100.0,Paid,2007-04-06 00:00:00,FINL,,5080253710,15587,"4300 s california, chicago, il"
849,51496354,2007-01-01 07:37:00,1852 N KIMBALL,4fec83299fc23f2c81abd0fef3773907b8b4b05c3431a1fea408d7d0d6b494be,IL,PAS,,0964080A,RUSH HOUR PARKING,14,CPD,PONT,50,100,0.0,50.0,Paid,2007-01-10 00:00:00,,,0,5573,"1800 n kimball, chicago, il"
850,51578838,2007-01-01 07:37:00,2135 W GRANDVILLE,ff40fcc2723ccdbba139a3879cff628eee806e651b9a695a28c25d33603a0675,IL,PAS,60659,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,CHEV,50,100,0.0,100.0,Paid,2007-01-26 00:00:00,VIOL,,5079977920,11844,"2100 w grandville, chicago, il"
851,51304852,2007-01-01 07:38:00,2050 N AVERS,8e9a9800a9d30fd1553cc7a8c4bf8796d804989c83a98d066c73fd8350235813,IL,PAS,606473407,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,DODG,50,100,0.0,0.0,Dismissed,2007-01-25 00:00:00,VIOL,Not Liable,5079884010,04091,"2000 n avers, chicago, il"
852,51602930,2007-01-01 07:38:00,1507 E 53RD,8865504b5b878d55433e0ec3f8347f91c5ab174ef434c8e83b6e4ca27ae572d2,IL,PAS,606494005,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,21,CPD,PLYM,50,100,0.0,0.0,Dismissed,2007-02-14 00:00:00,VIOL,Not Liable,5079895900,9963,"1500 e 53rd, chicago, il"
853,51551759,2007-01-01 07:39:00,5134 S KOLMAR,f566f13648ca3211106bd165135562b60a0960542cb8e9dd3676707c29c01d70,IL,PAS,604063187,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,VIOL,,5053660320,19284,"5100 s kolmar, chicago, il"
854,51363390,2007-01-01 07:39:00,4532 S LAVERGNE,bcb4df9e3fc950b066b6146d2fb31879d0a7b8ba0ed04e7792ab70f0f02a1376,IL,PAS,60619,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,OLDS,50,100,0.0,50.0,Paid,2007-01-12 00:00:00,,,5075267910,14791,"4500 s lavergne, chicago, il"
855,51221029,2007-01-01 07:40:00,1637 W FARRAGUT,25db58f6bc05c4af65509f720396eeb7f587337b19a933e27f87310df1d59175,IL,PAS,606402009,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,HOND,50,100,0.0,50.0,Paid,2007-01-25 00:00:00,VIOL,,5079878420,6473,"1600 w farragut, chicago, il"
856,51304854,2007-01-01 07:40:00,2118 N AVERS,017b361790c8a23156d427c2f340173e0ea31f9b1433362d531c3eb28d1f0dd6,IL,PAS,606474803,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,BUIC,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,04091,"2100 n avers, chicago, il"
857,51534980,2007-01-01 07:40:00,3916 N CALIFORNIA,85bd2b2958f111a0bd6d0a40c1b77be01ccdb7fc38367e1bcefa18fdb1be19bd,IL,PAS,606592809,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,CHEV,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,5103,"3900 n california, chicago, il"
858,51551346,2007-01-01 07:41:00,452 W 55TH STREET,87ffa426f906d9eb3c2409784c6c58a517f436913a094b49c3f8bee8bdbfc5f5,IL,PAS,,0964080A,RUSH HOUR PARKING,8,CPD,FORD,50,100,0.0,50.0,Paid,2007-01-24 00:00:00,,,0,7054,"400 w 55th street, chicago, il"
859,51304855,2007-01-01 07:42:00,3750 W BELDEN,1d3249f0b0055e4010cd29d6144747591b57bb1d68f0c3f28ed551bcc95d071f,IL,PAS,606472328,0964110D,PARK OR STAND ON SIDEWALK,25,CPD,MITS,50,100,0.0,50.0,Paid,2007-02-11 00:00:00,DETR,,5079884020,04091,"3700 w belden, chicago, il"
860,51363391,2007-01-01 07:42:00,4506 S LAVERGNE,a908c04ee665f817970a0b2aed3d5ef69e44288c1759af125ea99f0ddaa9d9f3,IL,PAS,60652,0976160A,REAR AND FRONT PLATE REQUIRED,8,CPD,PONT,50,100,50.0,0.0,Define,2007-01-12 00:00:00,,,0,14791,"4500 s lavergne, chicago, il"
861,51551760,2007-01-01 07:43:00,5152 S KOLMAR,3ebebb0d91102e02b876e9cdc02eb395755373468e5352137beaba0037caa0f5,IL,TMP,60804,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,SATR,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,19284,"5100 s kolmar, chicago, il"
862,51551761,2007-01-01 07:44:00,5208 S KOLMAR,24d1ece5b3859ae42f60337c5153cf083b9acf829a31a6c8c93c8429979d5f0b,IL,PAS,60632,0964110C,PARK OR STAND ON CROSSWALK,8,CPD,OLDS,50,100,0.0,100.0,Paid,2007-08-27 00:00:00,SEIZ,,5076601670,19284,"5200 s kolmar, chicago, il"
863,51489188,2007-01-01 07:45:00,345 W LOCUST,45b6a1d60509f8a86e9214513be16cd28b25bef211eee05d4cb23452c5025f06,IL,PAS,60637,0964125,NO CITY STICKER OR IMPROPER DISPLAY,18,CPD,MERZ,120,240,0.0,120.0,Paid,2007-02-05 00:00:00,DETR,Liable,5079976630,18415,"300 w locust, chicago, il"
864,51489187,2007-01-01 07:45:00,345 W LOCUST,45b6a1d60509f8a86e9214513be16cd28b25bef211eee05d4cb23452c5025f06,IL,PAS,60637,0976160A,REAR AND FRONT PLATE REQUIRED,18,CPD,MERZ,50,100,0.0,50.0,Paid,2007-02-05 00:00:00,DETR,Liable,5079976630,18415,"300 w locust, chicago, il"
865,51661083,2007-01-01 07:45:00,1117 N KEDVALE,c4a5189e8b2cf8fc237186d9730d59892b3cb912f740163d9bbe38b2bfc24222,IL,PAS,606513513,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,11,CPD,BUIC,50,100,122.0,0.0,Notice,2007-02-16 00:00:00,SEIZ,,5073865280,17243,"1100 n kedvale, chicago, il"
866,51363392,2007-01-01 07:45:00,4536 S LAWLER,d965cae95c25d7b7ab7f56e7d0253baed111fde830d7c18a4631dfe91b15ae7f,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,HYUN,50,100,0.0,50.0,Paid,2007-01-09 00:00:00,,,0,14791,"4500 s lawler, chicago, il"
867,51551427,2007-01-01 07:45:00,6223 S KILPATRICK,9aa0002c3997c85cec4359c755799922b6eca2db0a1f7aa7df811a0b4a9bcd44,MI,PAS,482371325,0964050J,DISABLED PARKING ZONE,8,CPD,FORD,200,250,305.0,0.0,Notice,2007-02-01 00:00:00,FINL,,5080546860,18655,"6200 s kilpatrick, chicago, il"
868,51602931,2007-01-01 07:47:00,5131 S DORCHESTER,bef280e1085dee376289542361504e90d509f56a1c6a8ca7b1a059282ad5b474,IL,PAS,606154154,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,21,CPD,HOND,50,100,0.0,100.0,Paid,2007-06-28 00:00:00,FINL,,5079895910,9963,"5100 s dorchester, chicago, il"
869,51304857,2007-01-01 07:47:00,3744 W BELDEN,ac54bf653e754781a1cc6417e036fdce23a517ba044af3721fc0e2520ac91374,IL,PAS,606473421,0964110D,PARK OR STAND ON SIDEWALK,25,CPD,BMW,50,100,0.0,50.0,Paid,2007-01-11 00:00:00,,,5079884030,04091,"3700 w belden, chicago, il"
870,51363393,2007-01-01 07:48:00,4547 S LAWLER,19810115dc500a30a2edab3843d174a4164aa0edd443e4f3a416269002c3fbf3,IL,PAS,605593135,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,OLDS,50,100,0.0,106.6,Paid,2010-04-28 00:00:00,SEIZ,,5079885600,14791,"4500 s lawler, chicago, il"
871,51304042,2007-01-01 07:48:00,2324 N MASON,2c625d9d9feca94e6c44d53fa01895117e5936192480eb857897754d161264e3,IL,PAS,601602546,0964130,PARK OR BLOCK ALLEY,25,CPD,NISS,150,250,305.0,0.0,Notice,2007-07-05 00:00:00,SEIZ,,5075366180,11526,"2300 n mason, chicago, il"
872,51225834,2007-01-01 07:49:00,2524 S RIDGEWAY,5b039f67d8ae43f88fad5d37ebacaa90f0d8b5429c3de074598234dba5414f21,IL,TMP,60462,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-02-15 00:00:00,DETR,,5079879620,18758,"2500 s ridgeway, chicago, il"
873,51543317,2007-01-01 07:50:00,9209 S CHAPPEL,c5841f5ce7354f053720fef872d9363ad85d03e5e77d90cf1e959507c1055db5,IL,PAS,60617,0976160A,REAR AND FRONT PLATE REQUIRED,4,CPD,MITS,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5013327060,19959,"9200 s chappel, chicago, il"
874,51543316,2007-01-01 07:50:00,9209 S CHAPPEL,c5841f5ce7354f053720fef872d9363ad85d03e5e77d90cf1e959507c1055db5,IL,PAS,60617,0964125,NO CITY STICKER OR IMPROPER DISPLAY,4,CPD,MITS,120,240,292.8,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5013327060,19959,"9200 s chappel, chicago, il"
875,51543315,2007-01-01 07:50:00,9209 S CHAPPEL,c5841f5ce7354f053720fef872d9363ad85d03e5e77d90cf1e959507c1055db5,IL,PAS,60617,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,4,CPD,MITS,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5013327060,19959,"9200 s chappel, chicago, il"
876,51304859,2007-01-01 07:51:00,3713 W BELDEN,4db7f387a7db80ed811ab6695a3c00cb6d7b9635bd64f09471de50c416caabf9,IL,PAS,606472310,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,FORD,50,100,0.0,0.0,Dismissed,2007-02-02 00:00:00,VIOL,Not Liable,5040456980,04091,"3700 w belden, chicago, il"
877,51578604,2007-01-01 07:51:00,6601 N CALIFORNIA,4b6cd78d46ea1c478172028fc00efb8e53b9d13fee7b39a35a63807a6723fd02,IL,PAS,606593914,0964100D,DISABLED CURB CUT,24,CPD,DODG,75,150,0.0,75.0,Paid,2015-12-30 00:00:00,SEIZ,,5062382670,9888,"6600 n california, chicago, il"
878,51411223,2007-01-01 07:52:00,1228 W SHER9DAN,dc2c6ddb78d098ed48aa62288a51499d11c681cdd4d165e63112e170a9ac4887,IL,PAS,60646,0964090E,RESIDENTIAL PERMIT PARKING,24,CPD,FORD,50,100,0.0,100.0,Paid,2007-08-17 00:00:00,FINL,,5080800490,4665,"1200 w sher9dan, chicago, il"
879,51602932,2007-01-01 07:53:00,1300 E HYDE PARK,8b2c9e008c3a7c8fbac4f96c829f6cdc5077c351e27844c2adbc59ee9ddc71ed,IL,PAS,601935481,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,21,CPD,PONT,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,FINL,,5079859010,9963,"1300 e hyde park, chicago, il"
880,51159267,2007-01-01 07:53:00,90 E WACKER,f2378ceff6b3f3a4857fdfce069f3ba651961226f23ea62e87e737682a75b33f,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,495,Miscellaneous,CHEV,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,,,0,358,"1 e wacker, chicago, il"
881,51492280,2007-01-01 07:53:00,1965 N SEMINARY,bd4d07a46c840563b8df17e070f676d88522dadd6b0f3e432ea5c928e8f11fe5,IL,PAS,606186049,0964090E,RESIDENTIAL PERMIT PARKING,18,CPD,FORD,50,100,0.0,50.0,Paid,2007-01-31 00:00:00,VIOL,,5079889920,12641,"1900 n seminary, chicago, il"
882,51304043,2007-01-01 07:53:00,2312 N MASON,2a5e5a552d9ae5f7468f7c2afd793bcf984a743a58bc76db748c03e7e2bf5726,IL,PAS,60639,0964130,PARK OR BLOCK ALLEY,25,CPD,MAZD,150,250,0.0,270.94,Paid,2013-10-05 00:00:00,SEIZ,,5154371850,11526,"2300 n mason, chicago, il"
883,50341715,2007-01-01 07:53:00,1935 S WENTWORTH AVE,645a59a18c2876eac09ead1a18178fe23f174ffb54455c120b70d2085bdf233b,IL,PAS,605592213,0964020B,OBSTRUCT ROADWAY,21,CPD,MERC,75,150,0.0,75.0,Paid,2007-01-18 00:00:00,VIOL,,5079875180,17717,"1900 s wentworth ave, chicago, il"
884,51534981,2007-01-01 07:54:00,3836 N CALIFORNIA,23859f296dcf0ea2e9733d60a0b83766d768443e5f87904fa51f338317fac288,IL,TXI,606186422,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,FORD,50,100,0.0,100.0,Paid,2008-01-03 00:00:00,SEIZ,,5063597480,5103,"3800 n california, chicago, il"
885,51304861,2007-01-01 07:54:00,3751 W SHAKESPEARE,226baab2f9cf0aeaee7cc10d9890afaf564a5da18398202e6fffb9829ef91538,IL,PAS,600041174,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,PLYM,50,100,0.0,50.0,Paid,2007-01-29 00:00:00,VIOL,,5079884040,04091,"3700 w shakespeare, chicago, il"
886,51410762,2007-01-01 07:54:00,1262 W PRATT,e8018e16f1626dbaf2ed007b6422f2ae1d7f929e008a02196a0b0681f986ae1f,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,24,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-25 00:00:00,,,0,4665,"1200 w pratt, chicago, il"
887,51489189,2007-01-01 07:55:00,741 N SEDGWICK,cf24cf9a5d856e68dbf54a345e0a89aacd458884ad28a66c015d02daa2fff702,IL,PAS,606471210,0976220B,SMOKED/TINTED WINDOWS PARKED/STANDING,18,CPD,BUIC,25,50,0.0,50.0,Paid,2007-03-06 00:00:00,FINL,,5079976640,18115,"700 n sedgwick, chicago, il"
888,50481683,2007-01-01 07:55:00,10000 W .OHARE,db6f44f3b5341a0ad931829198f52998dfb7bf3ad8217532ff1fcc166471248d,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,50,CPD-Airport,TOYT,50,100,0.0,50.0,Paid,2007-01-09 00:00:00,,,0,30148,"10000 w .ohare, chicago, il"
889,51410034,2007-01-01 07:55:00,50 S LASALLE,c74ac0fb92f17bad845f31efa762c3f27afa8066b0f916b086a03c3e7c8327fa,IL,TXI,60659,0964110C,PARK OR STAND ON CROSSWALK,252,CPD,FORD,50,100,0.0,0.0,Dismissed,2007-05-03 00:00:00,DETR,Not Liable,5081284520,T139,"1 s lasalle, chicago, il"
890,51489190,2007-01-01 07:55:00,741 N SEDGWICK,cf24cf9a5d856e68dbf54a345e0a89aacd458884ad28a66c015d02daa2fff702,IL,PAS,606471210,0964125,NO CITY STICKER OR IMPROPER DISPLAY,18,CPD,BUIC,120,240,0.0,95.0,Dismissed,2007-06-07 00:00:00,FINL,,5079976640,18415,"700 n sedgwick, chicago, il"
